ph_model,nhid,ctxt,layers,ptdecay,ftdecay,ins,gscale,decode_acc
xwbir,500,6,1,0.001,0.003,-4.0,8.0,65.07
xwbir,500,6,1,0.001,0.003,-4.0,16.0,54.44
xwbir,500,6,1,0.001,0.003,-8.0,4.0,66.20
xwbir,500,6,1,0.001,0.003,-16.0,4.0,62.58
xwbir,500,6,1,0.001,0.01,0.0,4.0,69.20
xwbir,500,6,1,0.001,0.01,-2.0,4.0,68.33
xwbir,500,6,1,0.001,0.01,-1.0,4.0,68.81
xwbir,500,6,1,0.001,0.01,-4.0,0.0,64.81
xwbir,500,6,1,0.001,0.01,-4.0,2.0,68.02
xwbir,500,6,1,0.001,0.01,-4.0,1.0,66.32
xwbir,500,6,1,0.001,0.01,-4.0,4.0,67.74
xwbir,500,6,1,0.001,0.01,-4.0,8.0,64.48
xwbir,500,6,1,0.001,0.01,-4.0,16.0,53.32
xwbir,500,6,1,0.001,0.01,-8.0,4.0,66.12
xwbir,500,6,1,0.001,0.01,-16.0,4.0,61.92
xwbir,500,6,1,0.001,0.00001,0.0,4.0,68.73
xwbir,500,6,1,0.001,0.00001,-2.0,4.0,68.18
xwbir,500,6,1,0.001,0.00001,-1.0,4.0,68.45
xwbir,500,6,1,0.001,0.00001,-4.0,0.0,64.27
xwbir,500,6,1,0.001,0.00001,-4.0,2.0,67.74
xwbir,500,6,1,0.001,0.00001,-4.0,1.0,66.32
xwbir,500,6,1,0.001,0.00001,-4.0,4.0,67.43
xwbir,500,6,1,0.001,0.00001,-4.0,8.0,64.98
xwbir,500,6,1,0.001,0.00001,-4.0,16.0,54.56
xwbir,500,6,1,0.001,0.00001,-8.0,4.0,66.03
xwbir,500,6,1,0.001,0.00001,-16.0,4.0,62.26
xwbir,500,6,1,0.001,0.1,0.0,4.0,67.00
xwbir,500,6,1,0.001,0.1,-2.0,4.0,66.06
xwbir,500,6,1,0.001,0.1,-1.0,4.0,66.62
xwbir,500,6,1,0.001,0.1,-4.0,0.0,63.26
xwbir,500,6,1,0.001,0.1,-4.0,2.0,66.01
xwbir,500,6,1,0.001,0.1,-4.0,1.0,64.31
xwbir,500,6,1,0.001,0.1,-4.0,4.0,65.22
xwbir,500,6,1,0.001,0.1,-4.0,8.0,60.28
xwbir,500,6,1,0.001,0.1,-4.0,16.0,46.65
xwbir,500,6,1,0.001,0.1,-8.0,4.0,62.69
xwbir,500,6,1,0.001,0.1,-16.0,4.0,56.67
xwbir,500,6,1,0.001,0.0001,0.0,4.0,69.15
xwbir,500,6,1,0.001,0.0001,-2.0,4.0,68.42
xwbir,500,6,1,0.001,0.0001,-1.0,4.0,68.78
xwbir,500,6,1,0.001,0.0001,-4.0,0.0,64.92
xwbir,500,6,1,0.001,0.0001,-4.0,2.0,68.01
xwbir,500,6,1,0.001,0.0001,-4.0,1.0,66.49
xwbir,500,6,1,0.001,0.0001,-4.0,4.0,67.80
xwbir,500,6,1,0.001,0.0001,-4.0,8.0,65.30
xwbir,500,6,1,0.001,0.0001,-4.0,16.0,55.13
xwbir,500,6,1,0.001,0.0001,-8.0,4.0,66.37
xwbir,500,6,1,0.001,0.0001,-16.0,4.0,62.95
xwbir,500,6,1,0.001,0.0005,0.0,4.0,69.09
xwbir,500,6,1,0.001,0.0005,-2.0,4.0,68.38
xwbir,500,6,1,0.001,0.0005,-1.0,4.0,68.75
xwbir,500,6,1,0.001,0.0005,-4.0,0.0,64.99
xwbir,500,6,1,0.001,0.0005,-4.0,2.0,68.02
xwbir,500,6,1,0.001,0.0005,-4.0,1.0,66.49
xwbir,500,6,1,0.001,0.0005,-4.0,4.0,67.73
xwbir,500,6,1,0.001,0.0005,-4.0,8.0,65.39
xwbir,500,6,1,0.001,0.0005,-4.0,16.0,55.11
xwbir,500,6,1,0.001,0.0005,-8.0,4.0,66.31
xwbir,500,6,1,0.001,0.0005,-16.0,4.0,62.91
xwbir,500,6,1,0.001,0.005,0.0,4.0,69.07
xwbir,500,6,1,0.001,0.005,-2.0,4.0,68.41
xwbir,500,6,1,0.001,0.005,-1.0,4.0,68.70
xwbir,500,6,1,0.001,0.005,-4.0,0.0,64.96
xwbir,500,6,1,0.001,0.005,-4.0,2.0,68.05
xwbir,500,6,1,0.001,0.005,-4.0,1.0,66.52
xwbir,500,6,1,0.001,0.005,-4.0,4.0,67.88
xwbir,500,6,1,0.001,0.005,-4.0,8.0,64.73
xwbir,500,6,1,0.001,0.005,-4.0,16.0,54.04
xwbir,500,6,1,0.001,0.005,-8.0,4.0,66.29
xwbir,500,6,1,0.001,0.005,-16.0,4.0,62.38
xwbir,500,6,1,0.001,0.05,0.0,4.0,68.33
xwbir,500,6,1,0.001,0.05,-2.0,4.0,67.74
xwbir,500,6,1,0.001,0.05,-1.0,4.0,68.11
xwbir,500,6,1,0.001,0.05,-4.0,0.0,63.96
xwbir,500,6,1,0.001,0.05,-4.0,2.0,67.14
xwbir,500,6,1,0.001,0.05,-4.0,1.0,65.39
xwbir,500,6,1,0.001,0.05,-4.0,4.0,66.91
xwbir,500,6,1,0.001,0.05,-4.0,8.0,62.51
xwbir,500,6,1,0.001,0.05,-4.0,16.0,49.61
xwbir,500,6,1,0.001,0.05,-8.0,4.0,64.53
xwbir,500,6,1,0.001,0.05,-16.0,4.0,59.09
xwbir,500,6,3,0.001,0.001,0.0,4.0,71.13
xwbir,500,6,3,0.001,0.001,-2.0,4.0,70.80
xwbir,500,6,3,0.001,0.001,-1.0,4.0,70.96
xwbir,500,6,3,0.001,0.001,-4.0,0.0,66.20
xwbir,500,6,3,0.001,0.001,-4.0,2.0,69.40
xwbir,500,6,3,0.001,0.001,-4.0,1.0,67.88
xwbir,500,6,3,0.001,0.001,-4.0,4.0,70.20
xwbir,500,6,3,0.001,0.001,-4.0,8.0,67.00
xwbir,500,6,3,0.001,0.001,-4.0,16.0,57.62
xwbir,500,6,3,0.001,0.001,-8.0,4.0,68.19
xwbir,500,6,3,0.001,0.001,-16.0,4.0,64.53
xwbir,500,6,3,0.001,0.002,0.0,4.0,71.39
xwbir,500,6,3,0.001,0.002,-2.0,4.0,71.02
xwbir,500,6,3,0.001,0.002,-1.0,4.0,71.30
xwbir,500,6,3,0.001,0.002,-4.0,0.0,66.11
xwbir,500,6,3,0.001,0.002,-4.0,2.0,69.52
xwbir,500,6,3,0.001,0.002,-4.0,1.0,67.74
xwbir,500,6,3,0.001,0.002,-4.0,4.0,70.31
xwbir,500,6,3,0.001,0.002,-4.0,8.0,66.97
xwbir,500,6,3,0.001,0.002,-4.0,16.0,57.94
xwbir,500,6,3,0.001,0.002,-8.0,4.0,68.36
xwbir,500,6,3,0.001,0.002,-16.0,4.0,64.78
xwbir,500,6,3,0.001,0.003,0.0,4.0,71.23
xwbir,500,6,3,0.001,0.003,-2.0,4.0,70.66
xwbir,500,6,3,0.001,0.003,-1.0,4.0,70.99
xwbir,500,6,3,0.001,0.003,-4.0,0.0,66.23
xwbir,500,6,3,0.001,0.003,-4.0,2.0,69.38
xwbir,500,6,3,0.001,0.003,-4.0,1.0,67.71
xwbir,500,6,3,0.001,0.003,-4.0,4.0,70.09
xwbir,500,6,3,0.001,0.003,-4.0,8.0,66.60
xwbir,500,6,3,0.001,0.003,-4.0,16.0,57.19
xwbir,500,6,3,0.001,0.003,-8.0,4.0,67.91
xwbir,500,6,3,0.001,0.003,-16.0,4.0,64.44
xwbir,500,6,3,0.001,0.01,0.0,4.0,70.93
xwbir,500,6,3,0.001,0.01,-2.0,4.0,70.54
xwbir,500,6,3,0.001,0.01,-1.0,4.0,70.83
xwbir,500,6,3,0.001,0.01,-4.0,0.0,65.95
xwbir,500,6,3,0.001,0.01,-4.0,2.0,69.33
xwbir,500,6,3,0.001,0.01,-4.0,1.0,67.50
xwbir,500,6,3,0.001,0.01,-4.0,4.0,69.72
xwbir,500,6,3,0.001,0.01,-4.0,8.0,65.87
xwbir,500,6,3,0.001,0.01,-4.0,16.0,55.71
xwbir,500,6,3,0.001,0.01,-8.0,4.0,67.48
xwbir,500,6,3,0.001,0.01,-16.0,4.0,63.63
xwbir,500,6,3,0.001,0.00001,0.0,4.0,71.14
xwbir,500,6,3,0.001,0.00001,-2.0,4.0,70.60
xwbir,500,6,3,0.001,0.00001,-1.0,4.0,70.82
xwbir,500,6,3,0.001,0.00001,-4.0,0.0,66.00
xwbir,500,6,3,0.001,0.00001,-4.0,2.0,69.27
xwbir,500,6,3,0.001,0.00001,-4.0,1.0,67.56
xwbir,500,6,3,0.001,0.00001,-4.0,4.0,70.08
xwbir,500,6,3,0.001,0.00001,-4.0,8.0,66.97
xwbir,500,6,3,0.001,0.00001,-4.0,16.0,57.51
xwbir,500,6,3,0.001,0.00001,-8.0,4.0,68.08
xwbir,500,6,3,0.001,0.00001,-16.0,4.0,64.45
xwbir,500,6,3,0.001,0.1,0.0,4.0,68.08
xwbir,500,6,3,0.001,0.1,-2.0,4.0,67.25
xwbir,500,6,3,0.001,0.1,-1.0,4.0,67.60
xwbir,500,6,3,0.001,0.1,-4.0,0.0,63.94
xwbir,500,6,3,0.001,0.1,-4.0,2.0,66.68
xwbir,500,6,3,0.001,0.1,-4.0,1.0,65.15
xwbir,500,6,3,0.001,0.1,-4.0,4.0,66.04
xwbir,500,6,3,0.001,0.1,-4.0,8.0,61.56
xwbir,500,6,3,0.001,0.1,-4.0,16.0,48.18
xwbir,500,6,3,0.001,0.1,-8.0,4.0,63.65
xwbir,500,6,3,0.001,0.1,-16.0,4.0,58.67
xwbir,500,6,3,0.001,0.0001,0.0,4.0,70.80
xwbir,500,6,3,0.001,0.0001,-2.0,4.0,70.21
xwbir,500,6,3,0.001,0.0001,-1.0,4.0,70.49
xwbir,500,6,3,0.001,0.0001,-4.0,0.0,65.86
xwbir,500,6,3,0.001,0.0001,-4.0,2.0,68.98
xwbir,500,6,3,0.001,0.0001,-4.0,1.0,67.02
xwbir,500,6,3,0.001,0.0001,-4.0,4.0,69.75
xwbir,500,6,3,0.001,0.0001,-4.0,8.0,66.72
xwbir,500,6,3,0.001,0.0001,-4.0,16.0,57.23
xwbir,500,6,3,0.001,0.0001,-8.0,4.0,67.62
xwbir,500,6,3,0.001,0.0001,-16.0,4.0,64.16
xwbir,500,6,3,0.001,0.0005,0.0,4.0,71.02
xwbir,500,6,3,0.001,0.0005,-2.0,4.0,70.32
xwbir,500,6,3,0.001,0.0005,-1.0,4.0,70.57
xwbir,500,6,3,0.001,0.0005,-4.0,0.0,65.78
xwbir,500,6,3,0.001,0.0005,-4.0,2.0,68.96
xwbir,500,6,3,0.001,0.0005,-4.0,1.0,67.31
xwbir,500,6,3,0.001,0.0005,-4.0,4.0,69.78
xwbir,500,6,3,0.001,0.0005,-4.0,8.0,66.66
xwbir,500,6,3,0.001,0.0005,-4.0,16.0,57.10
xwbir,500,6,3,0.001,0.0005,-8.0,4.0,67.63
xwbir,500,6,3,0.001,0.0005,-16.0,4.0,64.08
xwbir,500,6,3,0.001,0.005,0.0,4.0,70.71
xwbir,500,6,3,0.001,0.005,-2.0,4.0,70.59
xwbir,500,6,3,0.001,0.005,-1.0,4.0,70.80
xwbir,500,6,3,0.001,0.005,-4.0,0.0,65.92
xwbir,500,6,3,0.001,0.005,-4.0,2.0,69.10
xwbir,500,6,3,0.001,0.005,-4.0,1.0,67.40
xwbir,500,6,3,0.001,0.005,-4.0,4.0,69.67
xwbir,500,6,3,0.001,0.005,-4.0,8.0,66.32
xwbir,500,6,3,0.001,0.005,-4.0,16.0,56.69
xwbir,500,6,3,0.001,0.005,-8.0,4.0,67.42
xwbir,500,6,3,0.001,0.005,-16.0,4.0,63.79
xwbir,500,6,3,0.001,0.05,0.0,4.0,69.29
xwbir,500,6,3,0.001,0.05,-2.0,4.0,68.52
xwbir,500,6,3,0.001,0.05,-1.0,4.0,68.89
xwbir,500,6,3,0.001,0.05,-4.0,0.0,65.39
xwbir,500,6,3,0.001,0.05,-4.0,2.0,68.11
xwbir,500,6,3,0.001,0.05,-4.0,1.0,66.75
xwbir,500,6,3,0.001,0.05,-4.0,4.0,67.70
xwbir,500,6,3,0.001,0.05,-4.0,8.0,63.23
xwbir,500,6,3,0.001,0.05,-4.0,16.0,51.20
xwbir,500,6,3,0.001,0.05,-8.0,4.0,65.50
xwbir,500,6,3,0.001,0.05,-16.0,4.0,60.96
xwbir,500,6,5,0.001,0.001,0.0,4.0,72.01
xwbir,500,6,5,0.001,0.001,-2.0,4.0,71.68
xwbir,500,6,5,0.001,0.001,-1.0,4.0,72.04
xwbir,500,6,5,0.001,0.001,-4.0,0.0,66.52
xwbir,500,6,5,0.001,0.001,-4.0,2.0,70.40
xwbir,500,6,5,0.001,0.001,-4.0,1.0,68.67
xwbir,500,6,5,0.001,0.001,-4.0,4.0,70.97
xwbir,500,6,5,0.001,0.001,-4.0,8.0,68.89
xwbir,500,6,5,0.001,0.001,-4.0,16.0,58.94
xwbir,500,6,5,0.001,0.001,-8.0,4.0,69.26
xwbir,500,6,5,0.001,0.001,-16.0,4.0,66.01
xwbir,500,6,5,0.001,0.002,0.0,4.0,72.05
xwbir,500,6,5,0.001,0.002,-2.0,4.0,71.47
xwbir,500,6,5,0.001,0.002,-1.0,4.0,71.79
xwbir,500,6,5,0.001,0.002,-4.0,0.0,66.55
xwbir,500,6,5,0.001,0.002,-4.0,2.0,70.55
xwbir,500,6,5,0.001,0.002,-4.0,1.0,68.61
xwbir,500,6,5,0.001,0.002,-4.0,4.0,70.86
xwbir,500,6,5,0.001,0.002,-4.0,8.0,68.31
xwbir,500,6,5,0.001,0.002,-4.0,16.0,58.66
xwbir,500,6,5,0.001,0.002,-8.0,4.0,69.06
xwbir,500,6,5,0.001,0.002,-16.0,4.0,65.78
xwbir,500,6,5,0.001,0.003,0.0,4.0,71.94
xwbir,500,6,5,0.001,0.003,-2.0,4.0,71.50
xwbir,500,6,5,0.001,0.003,-1.0,4.0,71.78
xwbir,500,6,5,0.001,0.003,-4.0,0.0,66.55
xwbir,500,6,5,0.001,0.003,-4.0,2.0,70.32
xwbir,500,6,5,0.001,0.003,-4.0,1.0,68.64
xwbir,500,6,5,0.001,0.003,-4.0,4.0,70.80
xwbir,500,6,5,0.001,0.003,-4.0,8.0,68.16
xwbir,500,6,5,0.001,0.003,-4.0,16.0,58.47
xwbir,500,6,5,0.001,0.003,-8.0,4.0,68.93
xwbir,500,6,5,0.001,0.003,-16.0,4.0,65.63
xwbir,500,6,5,0.001,0.01,0.0,4.0,71.88
xwbir,500,6,5,0.001,0.01,-2.0,4.0,71.59
xwbir,500,6,5,0.001,0.01,-1.0,4.0,71.88
xwbir,500,6,5,0.001,0.01,-4.0,0.0,66.82
xwbir,500,6,5,0.001,0.01,-4.0,2.0,70.31
xwbir,500,6,5,0.001,0.01,-4.0,1.0,68.53
xwbir,500,6,5,0.001,0.01,-4.0,4.0,70.88
xwbir,500,6,5,0.001,0.01,-4.0,8.0,67.34
xwbir,500,6,5,0.001,0.01,-4.0,16.0,57.15
xwbir,500,6,5,0.001,0.01,-8.0,4.0,68.76
xwbir,500,6,5,0.001,0.01,-16.0,4.0,65.19
xwbir,500,6,5,0.001,0.00001,0.0,4.0,72.01
xwbir,500,6,5,0.001,0.00001,-2.0,4.0,71.65
xwbir,500,6,5,0.001,0.00001,-1.0,4.0,71.88
xwbir,500,6,5,0.001,0.00001,-4.0,0.0,66.51
xwbir,500,6,5,0.001,0.00001,-4.0,2.0,70.63
xwbir,500,6,5,0.001,0.00001,-4.0,1.0,68.52
xwbir,500,6,5,0.001,0.00001,-4.0,4.0,70.97
xwbir,500,6,5,0.001,0.00001,-4.0,8.0,68.48
xwbir,500,6,5,0.001,0.00001,-4.0,16.0,59.15
xwbir,500,6,5,0.001,0.00001,-8.0,4.0,69.24
xwbir,500,6,5,0.001,0.00001,-16.0,4.0,65.94
xwbir,500,6,5,0.001,0.1,0.0,4.0,68.89
xwbir,500,6,5,0.001,0.1,-2.0,4.0,68.24
xwbir,500,6,5,0.001,0.1,-1.0,4.0,68.41
xwbir,500,6,5,0.001,0.1,-4.0,0.0,64.56
xwbir,500,6,5,0.001,0.1,-4.0,2.0,67.45
xwbir,500,6,5,0.001,0.1,-4.0,1.0,65.83
xwbir,500,6,5,0.001,0.1,-4.0,4.0,66.99
xwbir,500,6,5,0.001,0.1,-4.0,8.0,62.88
xwbir,500,6,5,0.001,0.1,-4.0,16.0,49.49
xwbir,500,6,5,0.001,0.1,-8.0,4.0,64.81
xwbir,500,6,5,0.001,0.1,-16.0,4.0,59.79
xwbir,500,6,5,0.001,0.0001,0.0,4.0,71.62
xwbir,500,6,5,0.001,0.0001,-2.0,4.0,71.19
xwbir,500,6,5,0.001,0.0001,-1.0,4.0,71.54
xwbir,500,6,5,0.001,0.0001,-4.0,0.0,66.26
xwbir,500,6,5,0.001,0.0001,-4.0,2.0,69.87
xwbir,500,6,5,0.001,0.0001,-4.0,1.0,68.42
xwbir,500,6,5,0.001,0.0001,-4.0,4.0,70.54
xwbir,500,6,5,0.001,0.0001,-4.0,8.0,68.42
xwbir,500,6,5,0.001,0.0001,-4.0,16.0,58.86
xwbir,500,6,5,0.001,0.0001,-8.0,4.0,68.76
xwbir,500,6,5,0.001,0.0001,-16.0,4.0,65.55
xwbir,500,6,5,0.001,0.0005,0.0,4.0,71.93
xwbir,500,6,5,0.001,0.0005,-2.0,4.0,71.54
xwbir,500,6,5,0.001,0.0005,-1.0,4.0,71.79
xwbir,500,6,5,0.001,0.0005,-4.0,0.0,66.55
xwbir,500,6,5,0.001,0.0005,-4.0,2.0,70.60
xwbir,500,6,5,0.001,0.0005,-4.0,1.0,68.52
xwbir,500,6,5,0.001,0.0005,-4.0,4.0,70.86
xwbir,500,6,5,0.001,0.0005,-4.0,8.0,68.48
xwbir,500,6,5,0.001,0.0005,-4.0,16.0,59.08
xwbir,500,6,5,0.001,0.0005,-8.0,4.0,69.26
xwbir,500,6,5,0.001,0.0005,-16.0,4.0,65.87
xwbir,500,6,5,0.001,0.005,0.0,4.0,71.91
xwbir,500,6,5,0.001,0.005,-2.0,4.0,71.62
xwbir,500,6,5,0.001,0.005,-1.0,4.0,71.93
xwbir,500,6,5,0.001,0.005,-4.0,0.0,66.62
xwbir,500,6,5,0.001,0.005,-4.0,2.0,70.23
xwbir,500,6,5,0.001,0.005,-4.0,1.0,68.44
xwbir,500,6,5,0.001,0.005,-4.0,4.0,70.88
xwbir,500,6,5,0.001,0.005,-4.0,8.0,67.88
xwbir,500,6,5,0.001,0.005,-4.0,16.0,57.88
xwbir,500,6,5,0.001,0.005,-8.0,4.0,69.09
xwbir,500,6,5,0.001,0.005,-16.0,4.0,65.50
xwbir,500,6,5,0.001,0.05,0.0,4.0,70.18
xwbir,500,6,5,0.001,0.05,-2.0,4.0,69.53
xwbir,500,6,5,0.001,0.05,-1.0,4.0,69.86
xwbir,500,6,5,0.001,0.05,-4.0,0.0,65.98
xwbir,500,6,5,0.001,0.05,-4.0,2.0,68.76
xwbir,500,6,5,0.001,0.05,-4.0,1.0,67.34
xwbir,500,6,5,0.001,0.05,-4.0,4.0,68.56
xwbir,500,6,5,0.001,0.05,-4.0,8.0,64.73
xwbir,500,6,5,0.001,0.05,-4.0,16.0,52.89
xwbir,500,6,5,0.001,0.05,-8.0,4.0,66.26
xwbir,500,6,5,0.001,0.05,-16.0,4.0,62.41
xwbir,500,6,7,0.001,0.001,0.0,4.0,72.10
xwbir,500,6,7,0.001,0.001,-2.0,4.0,71.57
xwbir,500,6,7,0.001,0.001,-1.0,4.0,71.82
xwbir,500,6,7,0.001,0.001,-4.0,0.0,66.37
xwbir,500,6,7,0.001,0.001,-4.0,2.0,70.08
xwbir,500,6,7,0.001,0.001,-4.0,1.0,68.04
xwbir,500,6,7,0.001,0.001,-4.0,4.0,71.00
xwbir,500,6,7,0.001,0.001,-4.0,8.0,68.87
xwbir,500,6,7,0.001,0.001,-4.0,16.0,58.94
xwbir,500,6,7,0.001,0.001,-8.0,4.0,69.33
xwbir,500,6,7,0.001,0.001,-16.0,4.0,66.00
xwbir,500,6,7,0.001,0.002,0.0,4.0,71.96
xwbir,500,6,7,0.001,0.002,-2.0,4.0,71.56
xwbir,500,6,7,0.001,0.002,-1.0,4.0,71.84
xwbir,500,6,7,0.001,0.002,-4.0,0.0,66.38
xwbir,500,6,7,0.001,0.002,-4.0,2.0,70.11
xwbir,500,6,7,0.001,0.002,-4.0,1.0,68.05
xwbir,500,6,7,0.001,0.002,-4.0,4.0,70.88
xwbir,500,6,7,0.001,0.002,-4.0,8.0,68.81
xwbir,500,6,7,0.001,0.002,-4.0,16.0,58.53
xwbir,500,6,7,0.001,0.002,-8.0,4.0,69.41
xwbir,500,6,7,0.001,0.002,-16.0,4.0,66.01
xwbir,500,6,7,0.001,0.003,0.0,4.0,71.88
xwbir,500,6,7,0.001,0.003,-2.0,4.0,71.39
xwbir,500,6,7,0.001,0.003,-1.0,4.0,71.79
xwbir,500,6,7,0.001,0.003,-4.0,0.0,66.31
xwbir,500,6,7,0.001,0.003,-4.0,2.0,70.15
xwbir,500,6,7,0.001,0.003,-4.0,1.0,68.19
xwbir,500,6,7,0.001,0.003,-4.0,4.0,70.82
xwbir,500,6,7,0.001,0.003,-4.0,8.0,68.78
xwbir,500,6,7,0.001,0.003,-4.0,16.0,58.37
xwbir,500,6,7,0.001,0.003,-8.0,4.0,69.43
xwbir,500,6,7,0.001,0.003,-16.0,4.0,65.95
xwbir,500,6,7,0.001,0.01,0.0,4.0,72.35
xwbir,500,6,7,0.001,0.01,-2.0,4.0,71.61
xwbir,500,6,7,0.001,0.01,-1.0,4.0,71.88
xwbir,500,6,7,0.001,0.01,-4.0,0.0,66.31
xwbir,500,6,7,0.001,0.01,-4.0,2.0,70.21
xwbir,500,6,7,0.001,0.01,-4.0,1.0,68.27
xwbir,500,6,7,0.001,0.01,-4.0,4.0,71.13
xwbir,500,6,7,0.001,0.01,-4.0,8.0,68.42
xwbir,500,6,7,0.001,0.01,-4.0,16.0,57.54
xwbir,500,6,7,0.001,0.01,-8.0,4.0,69.21
xwbir,500,6,7,0.001,0.01,-16.0,4.0,65.49
xwbir,500,6,7,0.001,0.00001,0.0,4.0,71.98
xwbir,500,6,7,0.001,0.00001,-2.0,4.0,71.42
xwbir,500,6,7,0.001,0.00001,-1.0,4.0,71.78
xwbir,500,6,7,0.001,0.00001,-4.0,0.0,66.20
xwbir,500,6,7,0.001,0.00001,-4.0,2.0,70.03
xwbir,500,6,7,0.001,0.00001,-4.0,1.0,68.04
xwbir,500,6,7,0.001,0.00001,-4.0,4.0,70.93
xwbir,500,6,7,0.001,0.00001,-4.0,8.0,68.92
xwbir,500,6,7,0.001,0.00001,-4.0,16.0,59.04
xwbir,500,6,7,0.001,0.00001,-8.0,4.0,69.24
xwbir,500,6,7,0.001,0.00001,-16.0,4.0,66.03
xwbir,500,6,7,0.001,0.1,0.0,4.0,69.32
xwbir,500,6,7,0.001,0.1,-2.0,4.0,68.48
xwbir,500,6,7,0.001,0.1,-1.0,4.0,69.10
xwbir,500,6,7,0.001,0.1,-4.0,0.0,65.38
xwbir,500,6,7,0.001,0.1,-4.0,2.0,68.28
xwbir,500,6,7,0.001,0.1,-4.0,1.0,66.62
xwbir,500,6,7,0.001,0.1,-4.0,4.0,67.90
xwbir,500,6,7,0.001,0.1,-4.0,8.0,64.00
xwbir,500,6,7,0.001,0.1,-4.0,16.0,50.66
xwbir,500,6,7,0.001,0.1,-8.0,4.0,65.70
xwbir,500,6,7,0.001,0.1,-16.0,4.0,61.10
xwbir,500,6,7,0.001,0.0001,0.0,4.0,72.01
xwbir,500,6,7,0.001,0.0001,-2.0,4.0,71.45
xwbir,500,6,7,0.001,0.0001,-1.0,4.0,71.81
xwbir,500,6,7,0.001,0.0001,-4.0,0.0,66.20
xwbir,500,6,7,0.001,0.0001,-4.0,2.0,70.01
xwbir,500,6,7,0.001,0.0001,-4.0,1.0,68.08
xwbir,500,6,7,0.001,0.0001,-4.0,4.0,70.94
xwbir,500,6,7,0.001,0.0001,-4.0,8.0,68.92
xwbir,500,6,7,0.001,0.0001,-4.0,16.0,59.02
xwbir,500,6,7,0.001,0.0001,-8.0,4.0,69.32
xwbir,500,6,7,0.001,0.0001,-16.0,4.0,66.06
xwbir,500,6,7,0.001,0.0005,0.0,4.0,72.04
xwbir,500,6,7,0.001,0.0005,-2.0,4.0,71.50
xwbir,500,6,7,0.001,0.0005,-1.0,4.0,71.73
xwbir,500,6,7,0.001,0.0005,-4.0,0.0,66.23
xwbir,500,6,7,0.001,0.0005,-4.0,2.0,70.06
xwbir,500,6,7,0.001,0.0005,-4.0,1.0,68.07
xwbir,500,6,7,0.001,0.0005,-4.0,4.0,70.89
xwbir,500,6,7,0.001,0.0005,-4.0,8.0,68.98
xwbir,500,6,7,0.001,0.0005,-4.0,16.0,59.02
xwbir,500,6,7,0.001,0.0005,-8.0,4.0,69.32
xwbir,500,6,7,0.001,0.0005,-16.0,4.0,66.00
xwbir,500,6,7,0.001,0.005,0.0,4.0,71.99
xwbir,500,6,7,0.001,0.005,-2.0,4.0,71.23
xwbir,500,6,7,0.001,0.005,-1.0,4.0,71.67
xwbir,500,6,7,0.001,0.005,-4.0,0.0,66.55
xwbir,500,6,7,0.001,0.005,-4.0,2.0,70.01
xwbir,500,6,7,0.001,0.005,-4.0,1.0,68.21
xwbir,500,6,7,0.001,0.005,-4.0,4.0,70.77
xwbir,500,6,7,0.001,0.005,-4.0,8.0,68.36
xwbir,500,6,7,0.001,0.005,-4.0,16.0,57.83
xwbir,500,6,7,0.001,0.005,-8.0,4.0,69.12
xwbir,500,6,7,0.001,0.005,-16.0,4.0,65.80
xwbir,500,6,7,0.001,0.05,0.0,4.0,70.54
xwbir,500,6,7,0.001,0.05,-2.0,4.0,69.98
xwbir,500,6,7,0.001,0.05,-1.0,4.0,70.25
xwbir,500,6,7,0.001,0.05,-4.0,0.0,66.12
xwbir,500,6,7,0.001,0.05,-4.0,2.0,69.18
xwbir,500,6,7,0.001,0.05,-4.0,1.0,67.84
xwbir,500,6,7,0.001,0.05,-4.0,4.0,69.23
xwbir,500,6,7,0.001,0.05,-4.0,8.0,65.72
xwbir,500,6,7,0.001,0.05,-4.0,16.0,53.79
xwbir,500,6,7,0.001,0.05,-8.0,4.0,66.68
xwbir,500,6,7,0.001,0.05,-16.0,4.0,63.00
xwbir,500,6,9,0.001,0.001,0.0,4.0,72.32
xwbir,500,6,9,0.001,0.001,-2.0,4.0,71.87
xwbir,500,6,9,0.001,0.001,-1.0,4.0,72.24
xwbir,500,6,9,0.001,0.001,-4.0,0.0,66.43
xwbir,500,6,9,0.001,0.001,-4.0,2.0,70.28
xwbir,500,6,9,0.001,0.001,-4.0,1.0,68.28
xwbir,500,6,9,0.001,0.001,-4.0,4.0,71.11
xwbir,500,6,9,0.001,0.001,-4.0,8.0,69.03
xwbir,500,6,9,0.001,0.001,-4.0,16.0,57.20
xwbir,500,6,9,0.001,0.001,-8.0,4.0,69.41
xwbir,500,6,9,0.001,0.001,-16.0,4.0,65.72
xwbir,500,6,9,0.001,0.002,0.0,4.0,72.52
xwbir,500,6,9,0.001,0.002,-2.0,4.0,71.99
xwbir,500,6,9,0.001,0.002,-1.0,4.0,72.22
xwbir,500,6,9,0.001,0.002,-4.0,0.0,66.82
xwbir,500,6,9,0.001,0.002,-4.0,2.0,70.54
xwbir,500,6,9,0.001,0.002,-4.0,1.0,68.33
xwbir,500,6,9,0.001,0.002,-4.0,4.0,71.33
xwbir,500,6,9,0.001,0.002,-4.0,8.0,68.90
xwbir,500,6,9,0.001,0.002,-4.0,16.0,57.49
xwbir,500,6,9,0.001,0.002,-8.0,4.0,69.53
xwbir,500,6,9,0.001,0.002,-16.0,4.0,65.98
