ph_model,nhid,ctxt,layers,ptdecay,ftdecay,ins,gscale,decode_acc
xwbil,500,6,7,0.001,0.003,0.0,4.0,72.70
xwbil,500,6,7,0.001,0.003,-2.0,4.0,71.87
xwbil,500,6,7,0.001,0.003,-1.0,4.0,72.33
xwbil,500,6,7,0.001,0.003,-4.0,0.0,67.39
xwbil,500,6,7,0.001,0.003,-4.0,2.0,71.16
xwbil,500,6,7,0.001,0.003,-4.0,1.0,69.33
xwbil,500,6,7,0.001,0.003,-4.0,4.0,71.42
xwbil,500,6,7,0.001,0.003,-4.0,8.0,68.78
xwbil,500,6,7,0.001,0.003,-4.0,16.0,58.44
xwbil,500,6,7,0.001,0.003,-8.0,4.0,69.77
xwbil,500,6,7,0.001,0.003,-16.0,4.0,66.12
xwbil,500,6,7,0.001,0.01,0.0,4.0,72.44
xwbil,500,6,7,0.001,0.01,-2.0,4.0,71.91
xwbil,500,6,7,0.001,0.01,-1.0,4.0,72.13
xwbil,500,6,7,0.001,0.01,-4.0,0.0,67.59
xwbil,500,6,7,0.001,0.01,-4.0,2.0,70.86
xwbil,500,6,7,0.001,0.01,-4.0,1.0,69.50
xwbil,500,6,7,0.001,0.01,-4.0,4.0,71.13
xwbil,500,6,7,0.001,0.01,-4.0,8.0,68.14
xwbil,500,6,7,0.001,0.01,-4.0,16.0,57.56
xwbil,500,6,7,0.001,0.01,-8.0,4.0,69.37
xwbil,500,6,7,0.001,0.01,-16.0,4.0,65.63
xwbil,500,6,7,0.001,0.00001,0.0,4.0,72.67
xwbil,500,6,7,0.001,0.00001,-2.0,4.0,71.94
xwbil,500,6,7,0.001,0.00001,-1.0,4.0,72.28
xwbil,500,6,7,0.001,0.00001,-4.0,0.0,67.33
xwbil,500,6,7,0.001,0.00001,-4.0,2.0,71.27
xwbil,500,6,7,0.001,0.00001,-4.0,1.0,69.30
xwbil,500,6,7,0.001,0.00001,-4.0,4.0,71.33
xwbil,500,6,7,0.001,0.00001,-4.0,8.0,69.01
xwbil,500,6,7,0.001,0.00001,-4.0,16.0,59.09
xwbil,500,6,7,0.001,0.00001,-8.0,4.0,69.84
xwbil,500,6,7,0.001,0.00001,-16.0,4.0,66.31
xwbil,500,6,7,0.001,0.1,0.0,4.0,68.92
xwbil,500,6,7,0.001,0.1,-2.0,4.0,68.14
xwbil,500,6,7,0.001,0.1,-1.0,4.0,68.67
xwbil,500,6,7,0.001,0.1,-4.0,0.0,64.95
xwbil,500,6,7,0.001,0.1,-4.0,2.0,67.79
xwbil,500,6,7,0.001,0.1,-4.0,1.0,66.48
xwbil,500,6,7,0.001,0.1,-4.0,4.0,67.25
xwbil,500,6,7,0.001,0.1,-4.0,8.0,62.78
xwbil,500,6,7,0.001,0.1,-4.0,16.0,48.65
xwbil,500,6,7,0.001,0.1,-8.0,4.0,65.43
xwbil,500,6,7,0.001,0.1,-16.0,4.0,59.77
xwbil,500,6,7,0.001,0.0001,0.0,4.0,72.72
xwbil,500,6,7,0.001,0.0001,-2.0,4.0,72.01
xwbil,500,6,7,0.001,0.0001,-1.0,4.0,72.28
xwbil,500,6,7,0.001,0.0001,-4.0,0.0,67.37
xwbil,500,6,7,0.001,0.0001,-4.0,2.0,71.28
xwbil,500,6,7,0.001,0.0001,-4.0,1.0,69.32
xwbil,500,6,7,0.001,0.0001,-4.0,4.0,71.36
xwbil,500,6,7,0.001,0.0001,-4.0,8.0,68.99
xwbil,500,6,7,0.001,0.0001,-4.0,16.0,59.06
xwbil,500,6,7,0.001,0.0001,-8.0,4.0,69.84
xwbil,500,6,7,0.001,0.0001,-16.0,4.0,66.32
xwbil,500,6,7,0.001,0.0005,0.0,4.0,72.69
xwbil,500,6,7,0.001,0.0005,-2.0,4.0,72.01
xwbil,500,6,7,0.001,0.0005,-1.0,4.0,72.38
xwbil,500,6,7,0.001,0.0005,-4.0,0.0,67.34
xwbil,500,6,7,0.001,0.0005,-4.0,2.0,71.17
xwbil,500,6,7,0.001,0.0005,-4.0,1.0,69.24
xwbil,500,6,7,0.001,0.0005,-4.0,4.0,71.40
xwbil,500,6,7,0.001,0.0005,-4.0,8.0,68.92
xwbil,500,6,7,0.001,0.0005,-4.0,16.0,59.00
xwbil,500,6,7,0.001,0.0005,-8.0,4.0,69.87
xwbil,500,6,7,0.001,0.0005,-16.0,4.0,66.38
xwbil,500,6,7,0.001,0.005,0.0,4.0,72.53
xwbil,500,6,7,0.001,0.005,-2.0,4.0,71.87
xwbil,500,6,7,0.001,0.005,-1.0,4.0,72.16
xwbil,500,6,7,0.001,0.005,-4.0,0.0,67.34
xwbil,500,6,7,0.001,0.005,-4.0,2.0,71.14
xwbil,500,6,7,0.001,0.005,-4.0,1.0,69.43
xwbil,500,6,7,0.001,0.005,-4.0,4.0,71.28
xwbil,500,6,7,0.001,0.005,-4.0,8.0,68.59
xwbil,500,6,7,0.001,0.005,-4.0,16.0,58.23
xwbil,500,6,7,0.001,0.005,-8.0,4.0,69.58
xwbil,500,6,7,0.001,0.005,-16.0,4.0,66.11
xwbil,500,6,7,0.001,0.05,0.0,4.0,70.57
xwbil,500,6,7,0.001,0.05,-2.0,4.0,69.70
xwbil,500,6,7,0.001,0.05,-1.0,4.0,70.15
xwbil,500,6,7,0.001,0.05,-4.0,0.0,66.11
xwbil,500,6,7,0.001,0.05,-4.0,2.0,69.09
xwbil,500,6,7,0.001,0.05,-4.0,1.0,67.62
xwbil,500,6,7,0.001,0.05,-4.0,4.0,68.90
xwbil,500,6,7,0.001,0.05,-4.0,8.0,65.01
xwbil,500,6,7,0.001,0.05,-4.0,16.0,52.33
xwbil,500,6,7,0.001,0.05,-8.0,4.0,67.17
xwbil,500,6,7,0.001,0.05,-16.0,4.0,62.44
xwbil,500,6,9,0.001,0.001,0.0,4.0,ERROR
xwbil,500,6,9,0.001,0.001,-2.0,4.0,ERROR
xwbil,500,6,9,0.001,0.001,-1.0,4.0,ERROR
xwbil,500,6,9,0.001,0.001,-4.0,0.0,ERROR
xwbil,500,6,9,0.001,0.001,-4.0,2.0,ERROR
xwbil,500,6,9,0.001,0.001,-4.0,1.0,ERROR
xwbil,500,6,9,0.001,0.001,-4.0,4.0,ERROR
xwbil,500,6,9,0.001,0.001,-4.0,8.0,ERROR
xwbil,500,6,9,0.001,0.001,-4.0,16.0,ERROR
xwbil,500,6,9,0.001,0.001,-8.0,4.0,ERROR
xwbil,500,6,9,0.001,0.001,-16.0,4.0,ERROR
xwbil,500,6,9,0.001,0.002,0.0,4.0,ERROR
xwbil,500,6,9,0.001,0.002,-2.0,4.0,ERROR
xwbil,500,6,9,0.001,0.002,-1.0,4.0,ERROR
xwbil,500,6,9,0.001,0.002,-4.0,0.0,ERROR
xwbil,500,6,9,0.001,0.002,-4.0,2.0,ERROR
xwbil,500,6,9,0.001,0.002,-4.0,1.0,ERROR
xwbil,500,6,9,0.001,0.002,-4.0,4.0,ERROR
xwbil,500,6,9,0.001,0.002,-4.0,8.0,ERROR
xwbil,500,6,9,0.001,0.002,-4.0,16.0,ERROR
xwbil,500,6,9,0.001,0.002,-8.0,4.0,ERROR
xwbil,500,6,9,0.001,0.002,-16.0,4.0,ERROR
xwbil,500,6,9,0.001,0.003,0.0,4.0,ERROR
xwbil,500,6,9,0.001,0.003,-2.0,4.0,ERROR
xwbil,500,6,9,0.001,0.003,-1.0,4.0,ERROR
xwbil,500,6,9,0.001,0.003,-4.0,0.0,ERROR
xwbil,500,6,9,0.001,0.003,-4.0,2.0,ERROR
xwbil,500,6,9,0.001,0.003,-4.0,1.0,ERROR
xwbil,500,6,9,0.001,0.003,-4.0,4.0,ERROR
xwbil,500,6,9,0.001,0.003,-4.0,8.0,ERROR
xwbil,500,6,9,0.001,0.003,-4.0,16.0,ERROR
xwbil,500,6,9,0.001,0.003,-8.0,4.0,ERROR
xwbil,500,6,9,0.001,0.003,-16.0,4.0,ERROR
xwbil,500,6,9,0.001,0.01,0.0,4.0,ERROR
xwbil,500,6,9,0.001,0.01,-2.0,4.0,ERROR
xwbil,500,6,9,0.001,0.01,-1.0,4.0,ERROR
xwbil,500,6,9,0.001,0.01,-4.0,0.0,ERROR
xwbil,500,6,9,0.001,0.01,-4.0,2.0,ERROR
xwbil,500,6,9,0.001,0.01,-4.0,1.0,ERROR
xwbil,500,6,9,0.001,0.01,-4.0,4.0,ERROR
xwbil,500,6,9,0.001,0.01,-4.0,8.0,ERROR
xwbil,500,6,9,0.001,0.01,-4.0,16.0,ERROR
xwbil,500,6,9,0.001,0.01,-8.0,4.0,ERROR
xwbil,500,6,9,0.001,0.01,-16.0,4.0,ERROR
xwbil,500,6,9,0.001,0.00001,0.0,4.0,ERROR
xwbil,500,6,9,0.001,0.00001,-2.0,4.0,ERROR
xwbil,500,6,9,0.001,0.00001,-1.0,4.0,ERROR
xwbil,500,6,9,0.001,0.00001,-4.0,0.0,ERROR
xwbil,500,6,9,0.001,0.00001,-4.0,2.0,ERROR
xwbil,500,6,9,0.001,0.00001,-4.0,1.0,ERROR
xwbil,500,6,9,0.001,0.00001,-4.0,4.0,ERROR
xwbil,500,6,9,0.001,0.00001,-4.0,8.0,ERROR
xwbil,500,6,9,0.001,0.00001,-4.0,16.0,ERROR
xwbil,500,6,9,0.001,0.00001,-8.0,4.0,ERROR
xwbil,500,6,9,0.001,0.00001,-16.0,4.0,ERROR
xwbil,500,6,9,0.001,0.1,0.0,4.0,69.21
xwbil,500,6,9,0.001,0.1,-2.0,4.0,68.59
xwbil,500,6,9,0.001,0.1,-1.0,4.0,68.87
xwbil,500,6,9,0.001,0.1,-4.0,0.0,65.19
xwbil,500,6,9,0.001,0.1,-4.0,2.0,67.65
xwbil,500,6,9,0.001,0.1,-4.0,1.0,66.31
xwbil,500,6,9,0.001,0.1,-4.0,4.0,67.42
xwbil,500,6,9,0.001,0.1,-4.0,8.0,62.91
xwbil,500,6,9,0.001,0.1,-4.0,16.0,48.11
xwbil,500,6,9,0.001,0.1,-8.0,4.0,65.36
xwbil,500,6,9,0.001,0.1,-16.0,4.0,60.05
xwbil,500,6,9,0.001,0.0001,0.0,4.0,ERROR
xwbil,500,6,9,0.001,0.0001,-2.0,4.0,ERROR
xwbil,500,6,9,0.001,0.0001,-1.0,4.0,ERROR
xwbil,500,6,9,0.001,0.0001,-4.0,0.0,ERROR
xwbil,500,6,9,0.001,0.0001,-4.0,2.0,ERROR
xwbil,500,6,9,0.001,0.0001,-4.0,1.0,ERROR
xwbil,500,6,9,0.001,0.0001,-4.0,4.0,ERROR
xwbil,500,6,9,0.001,0.0001,-4.0,8.0,ERROR
xwbil,500,6,9,0.001,0.0001,-4.0,16.0,ERROR
xwbil,500,6,9,0.001,0.0001,-8.0,4.0,ERROR
xwbil,500,6,9,0.001,0.0001,-16.0,4.0,ERROR
xwbil,500,6,9,0.001,0.0005,0.0,4.0,ERROR
xwbil,500,6,9,0.001,0.0005,-2.0,4.0,ERROR
xwbil,500,6,9,0.001,0.0005,-1.0,4.0,ERROR
xwbil,500,6,9,0.001,0.0005,-4.0,0.0,ERROR
xwbil,500,6,9,0.001,0.0005,-4.0,2.0,ERROR
xwbil,500,6,9,0.001,0.0005,-4.0,1.0,ERROR
xwbil,500,6,9,0.001,0.0005,-4.0,4.0,ERROR
xwbil,500,6,9,0.001,0.0005,-4.0,8.0,ERROR
xwbil,500,6,9,0.001,0.0005,-4.0,16.0,ERROR
xwbil,500,6,9,0.001,0.0005,-8.0,4.0,ERROR
xwbil,500,6,9,0.001,0.0005,-16.0,4.0,ERROR
xwbil,500,6,9,0.001,0.005,0.0,4.0,ERROR
xwbil,500,6,9,0.001,0.005,-2.0,4.0,ERROR
xwbil,500,6,9,0.001,0.005,-1.0,4.0,ERROR
xwbil,500,6,9,0.001,0.005,-4.0,0.0,ERROR
xwbil,500,6,9,0.001,0.005,-4.0,2.0,ERROR
xwbil,500,6,9,0.001,0.005,-4.0,1.0,ERROR
xwbil,500,6,9,0.001,0.005,-4.0,4.0,ERROR
xwbil,500,6,9,0.001,0.005,-4.0,8.0,ERROR
xwbil,500,6,9,0.001,0.005,-4.0,16.0,ERROR
xwbil,500,6,9,0.001,0.005,-8.0,4.0,ERROR
xwbil,500,6,9,0.001,0.005,-16.0,4.0,ERROR
xwbil,500,6,9,0.001,0.05,0.0,4.0,70.71
xwbil,500,6,9,0.001,0.05,-2.0,4.0,69.87
xwbil,500,6,9,0.001,0.05,-1.0,4.0,70.32
xwbil,500,6,9,0.001,0.05,-4.0,0.0,65.86
xwbil,500,6,9,0.001,0.05,-4.0,2.0,69.20
xwbil,500,6,9,0.001,0.05,-4.0,1.0,67.73
xwbil,500,6,9,0.001,0.05,-4.0,4.0,68.99
xwbil,500,6,9,0.001,0.05,-4.0,8.0,65.29
xwbil,500,6,9,0.001,0.05,-4.0,16.0,51.51
xwbil,500,6,9,0.001,0.05,-8.0,4.0,67.03
xwbil,500,6,9,0.001,0.05,-16.0,4.0,62.49
xwtri,500,4,9,0.001,0.001,0.0,4.0,ERROR
xwtri,500,4,9,0.001,0.001,-2.0,4.0,ERROR
xwtri,500,4,9,0.001,0.001,-1.0,4.0,ERROR
xwtri,500,4,9,0.001,0.001,-4.0,0.0,ERROR
xwtri,500,4,9,0.001,0.001,-4.0,2.0,ERROR
xwtri,500,4,9,0.001,0.001,-4.0,1.0,ERROR
xwtri,500,4,9,0.001,0.001,-4.0,4.0,ERROR
xwtri,500,4,9,0.001,0.001,-4.0,8.0,ERROR
xwtri,500,4,9,0.001,0.001,-4.0,16.0,ERROR
xwtri,500,4,9,0.001,0.001,-8.0,4.0,ERROR
xwtri,500,4,9,0.001,0.001,-16.0,4.0,ERROR
xwtri,500,4,9,0.001,0.002,0.0,4.0,ERROR
xwtri,500,4,9,0.001,0.002,-2.0,4.0,ERROR
xwtri,500,4,9,0.001,0.002,-1.0,4.0,ERROR
xwtri,500,4,9,0.001,0.002,-4.0,0.0,ERROR
xwtri,500,4,9,0.001,0.002,-4.0,2.0,ERROR
xwtri,500,4,9,0.001,0.002,-4.0,1.0,ERROR
xwtri,500,4,9,0.001,0.002,-4.0,4.0,ERROR
xwtri,500,4,9,0.001,0.002,-4.0,8.0,ERROR
xwtri,500,4,9,0.001,0.002,-4.0,16.0,ERROR
xwtri,500,4,9,0.001,0.002,-8.0,4.0,ERROR
xwtri,500,4,9,0.001,0.002,-16.0,4.0,ERROR
xwtri,500,4,9,0.001,0.003,0.0,4.0,ERROR
xwtri,500,4,9,0.001,0.003,-2.0,4.0,ERROR
xwtri,500,4,9,0.001,0.003,-1.0,4.0,ERROR
xwtri,500,4,9,0.001,0.003,-4.0,0.0,ERROR
xwtri,500,4,9,0.001,0.003,-4.0,2.0,ERROR
xwtri,500,4,9,0.001,0.003,-4.0,1.0,ERROR
xwtri,500,4,9,0.001,0.003,-4.0,4.0,ERROR
xwtri,500,4,9,0.001,0.003,-4.0,8.0,ERROR
xwtri,500,4,9,0.001,0.003,-4.0,16.0,ERROR
xwtri,500,4,9,0.001,0.003,-8.0,4.0,ERROR
xwtri,500,4,9,0.001,0.003,-16.0,4.0,ERROR
xwtri,500,4,9,0.001,0.01,0.0,4.0,ERROR
xwtri,500,4,9,0.001,0.01,-2.0,4.0,ERROR
xwtri,500,4,9,0.001,0.01,-1.0,4.0,ERROR
xwtri,500,4,9,0.001,0.01,-4.0,0.0,ERROR
xwtri,500,4,9,0.001,0.01,-4.0,2.0,ERROR
xwtri,500,4,9,0.001,0.01,-4.0,1.0,ERROR
xwtri,500,4,9,0.001,0.01,-4.0,4.0,ERROR
xwtri,500,4,9,0.001,0.01,-4.0,8.0,ERROR
xwtri,500,4,9,0.001,0.01,-4.0,16.0,ERROR
xwtri,500,4,9,0.001,0.01,-8.0,4.0,ERROR
xwtri,500,4,9,0.001,0.01,-16.0,4.0,ERROR
xwtri,500,4,9,0.001,0.00001,0.0,4.0,ERROR
xwtri,500,4,9,0.001,0.00001,-2.0,4.0,ERROR
xwtri,500,4,9,0.001,0.00001,-1.0,4.0,ERROR
xwtri,500,4,9,0.001,0.00001,-4.0,0.0,ERROR
xwtri,500,4,9,0.001,0.00001,-4.0,2.0,ERROR
xwtri,500,4,9,0.001,0.00001,-4.0,1.0,ERROR
xwtri,500,4,9,0.001,0.00001,-4.0,4.0,ERROR
xwtri,500,4,9,0.001,0.00001,-4.0,8.0,ERROR
xwtri,500,4,9,0.001,0.00001,-4.0,16.0,ERROR
xwtri,500,4,9,0.001,0.00001,-8.0,4.0,ERROR
xwtri,500,4,9,0.001,0.00001,-16.0,4.0,ERROR
xwtri,500,4,9,0.001,0.1,0.0,4.0,70.26
xwtri,500,4,9,0.001,0.1,-2.0,4.0,69.75
xwtri,500,4,9,0.001,0.1,-1.0,4.0,69.95
xwtri,500,4,9,0.001,0.1,-4.0,0.0,64.61
xwtri,500,4,9,0.001,0.1,-4.0,2.0,68.44
xwtri,500,4,9,0.001,0.1,-4.0,1.0,66.62
xwtri,500,4,9,0.001,0.1,-4.0,4.0,68.95
xwtri,500,4,9,0.001,0.1,-4.0,8.0,65.56
xwtri,500,4,9,0.001,0.1,-4.0,16.0,51.36
xwtri,500,4,9,0.001,0.1,-8.0,4.0,67.14
xwtri,500,4,9,0.001,0.1,-16.0,4.0,62.89
xwtri,500,4,9,0.001,0.0001,0.0,4.0,ERROR
xwtri,500,4,9,0.001,0.0001,-2.0,4.0,ERROR
xwtri,500,4,9,0.001,0.0001,-1.0,4.0,ERROR
xwtri,500,4,9,0.001,0.0001,-4.0,0.0,ERROR
xwtri,500,4,9,0.001,0.0001,-4.0,2.0,ERROR
xwtri,500,4,9,0.001,0.0001,-4.0,1.0,ERROR
xwtri,500,4,9,0.001,0.0001,-4.0,4.0,ERROR
xwtri,500,4,9,0.001,0.0001,-4.0,8.0,ERROR
xwtri,500,4,9,0.001,0.0001,-4.0,16.0,ERROR
xwtri,500,4,9,0.001,0.0001,-8.0,4.0,ERROR
xwtri,500,4,9,0.001,0.0001,-16.0,4.0,ERROR
xwtri,500,4,9,0.001,0.0005,0.0,4.0,ERROR
xwtri,500,4,9,0.001,0.0005,-2.0,4.0,ERROR
xwtri,500,4,9,0.001,0.0005,-1.0,4.0,ERROR
xwtri,500,4,9,0.001,0.0005,-4.0,0.0,ERROR
xwtri,500,4,9,0.001,0.0005,-4.0,2.0,ERROR
xwtri,500,4,9,0.001,0.0005,-4.0,1.0,ERROR
xwtri,500,4,9,0.001,0.0005,-4.0,4.0,ERROR
xwtri,500,4,9,0.001,0.0005,-4.0,8.0,ERROR
xwtri,500,4,9,0.001,0.0005,-4.0,16.0,ERROR
xwtri,500,4,9,0.001,0.0005,-8.0,4.0,ERROR
xwtri,500,4,9,0.001,0.0005,-16.0,4.0,ERROR
xwtri,500,4,9,0.001,0.005,0.0,4.0,ERROR
xwtri,500,4,9,0.001,0.005,-2.0,4.0,ERROR
xwtri,500,4,9,0.001,0.005,-1.0,4.0,ERROR
xwtri,500,4,9,0.001,0.005,-4.0,0.0,ERROR
xwtri,500,4,9,0.001,0.005,-4.0,2.0,ERROR
xwtri,500,4,9,0.001,0.005,-4.0,1.0,ERROR
xwtri,500,4,9,0.001,0.005,-4.0,4.0,ERROR
xwtri,500,4,9,0.001,0.005,-4.0,8.0,ERROR
xwtri,500,4,9,0.001,0.005,-4.0,16.0,ERROR
xwtri,500,4,9,0.001,0.005,-8.0,4.0,ERROR
xwtri,500,4,9,0.001,0.005,-16.0,4.0,ERROR
xwtri,500,4,9,0.001,0.05,0.0,4.0,ERROR
xwtri,500,4,9,0.001,0.05,-2.0,4.0,ERROR
xwtri,500,4,9,0.001,0.05,-1.0,4.0,ERROR
xwtri,500,4,9,0.001,0.05,-4.0,0.0,ERROR
xwtri,500,4,9,0.001,0.05,-4.0,2.0,ERROR
xwtri,500,4,9,0.001,0.05,-4.0,1.0,ERROR
xwtri,500,4,9,0.001,0.05,-4.0,4.0,ERROR
xwtri,500,4,9,0.001,0.05,-4.0,8.0,ERROR
xwtri,500,4,9,0.001,0.05,-4.0,16.0,ERROR
xwtri,500,4,9,0.001,0.05,-8.0,4.0,ERROR
xwtri,500,4,9,0.001,0.05,-16.0,4.0,ERROR
mono,500,4,9,0.001,0.001,0.0,4.0,70.55
mono,500,4,9,0.001,0.001,-2.0,4.0,69.83
mono,500,4,9,0.001,0.001,-1.0,4.0,70.12
mono,500,4,9,0.001,0.001,-4.0,0.0,65.86
mono,500,4,9,0.001,0.001,-4.0,2.0,69.16
mono,500,4,9,0.001,0.001,-4.0,1.0,67.34
mono,500,4,9,0.001,0.001,-4.0,4.0,68.87
mono,500,4,9,0.001,0.001,-4.0,8.0,65.22
mono,500,4,9,0.001,0.001,-4.0,16.0,53.58
mono,500,4,9,0.001,0.001,-8.0,4.0,66.63
mono,500,4,9,0.001,0.001,-16.0,4.0,61.67
mono,500,4,9,0.001,0.002,0.0,4.0,70.40
mono,500,4,9,0.001,0.002,-2.0,4.0,69.55
mono,500,4,9,0.001,0.002,-1.0,4.0,69.92
mono,500,4,9,0.001,0.002,-4.0,0.0,65.24
mono,500,4,9,0.001,0.002,-4.0,2.0,68.89
mono,500,4,9,0.001,0.002,-4.0,1.0,67.00
mono,500,4,9,0.001,0.002,-4.0,4.0,68.58
mono,500,4,9,0.001,0.002,-4.0,8.0,64.79
mono,500,4,9,0.001,0.002,-4.0,16.0,52.94
mono,500,4,9,0.001,0.002,-8.0,4.0,66.23
mono,500,4,9,0.001,0.002,-16.0,4.0,61.24
mono,500,4,9,0.001,0.003,0.0,4.0,70.43
mono,500,4,9,0.001,0.003,-2.0,4.0,69.55
mono,500,4,9,0.001,0.003,-1.0,4.0,69.97
mono,500,4,9,0.001,0.003,-4.0,0.0,65.70
mono,500,4,9,0.001,0.003,-4.0,2.0,69.07
mono,500,4,9,0.001,0.003,-4.0,1.0,67.33
mono,500,4,9,0.001,0.003,-4.0,4.0,68.62
mono,500,4,9,0.001,0.003,-4.0,8.0,65.01
mono,500,4,9,0.001,0.003,-4.0,16.0,53.47
mono,500,4,9,0.001,0.003,-8.0,4.0,66.52
mono,500,4,9,0.001,0.003,-16.0,4.0,61.61
mono,500,4,9,0.001,0.01,0.0,4.0,70.62
mono,500,4,9,0.001,0.01,-2.0,4.0,69.40
mono,500,4,9,0.001,0.01,-1.0,4.0,69.94
mono,500,4,9,0.001,0.01,-4.0,0.0,65.72
mono,500,4,9,0.001,0.01,-4.0,2.0,68.95
mono,500,4,9,0.001,0.01,-4.0,1.0,67.43
mono,500,4,9,0.001,0.01,-4.0,4.0,68.56
mono,500,4,9,0.001,0.01,-4.0,8.0,64.44
mono,500,4,9,0.001,0.01,-4.0,16.0,52.76
mono,500,4,9,0.001,0.01,-8.0,4.0,66.29
mono,500,4,9,0.001,0.01,-16.0,4.0,61.08
mono,500,4,9,0.001,0.00001,0.0,4.0,70.48
mono,500,4,9,0.001,0.00001,-2.0,4.0,69.53
mono,500,4,9,0.001,0.00001,-1.0,4.0,69.97
mono,500,4,9,0.001,0.00001,-4.0,0.0,65.18
mono,500,4,9,0.001,0.00001,-4.0,2.0,68.87
mono,500,4,9,0.001,0.00001,-4.0,1.0,67.08
mono,500,4,9,0.001,0.00001,-4.0,4.0,68.62
mono,500,4,9,0.001,0.00001,-4.0,8.0,64.84
mono,500,4,9,0.001,0.00001,-4.0,16.0,53.25
mono,500,4,9,0.001,0.00001,-8.0,4.0,66.51
mono,500,4,9,0.001,0.00001,-16.0,4.0,61.59
mono,500,4,9,0.001,0.1,0.0,4.0,66.80
mono,500,4,9,0.001,0.1,-2.0,4.0,65.72
mono,500,4,9,0.001,0.1,-1.0,4.0,66.03
mono,500,4,9,0.001,0.1,-4.0,0.0,63.25
mono,500,4,9,0.001,0.1,-4.0,2.0,65.49
mono,500,4,9,0.001,0.1,-4.0,1.0,64.04
mono,500,4,9,0.001,0.1,-4.0,4.0,64.31
mono,500,4,9,0.001,0.1,-4.0,8.0,58.38
mono,500,4,9,0.001,0.1,-4.0,16.0,43.78
mono,500,4,9,0.001,0.1,-8.0,4.0,61.10
mono,500,4,9,0.001,0.1,-16.0,4.0,54.87
mono,500,4,9,0.001,0.0001,0.0,4.0,70.48
mono,500,4,9,0.001,0.0001,-2.0,4.0,69.52
mono,500,4,9,0.001,0.0001,-1.0,4.0,69.97
mono,500,4,9,0.001,0.0001,-4.0,0.0,65.16
mono,500,4,9,0.001,0.0001,-4.0,2.0,68.86
mono,500,4,9,0.001,0.0001,-4.0,1.0,67.06
mono,500,4,9,0.001,0.0001,-4.0,4.0,68.59
mono,500,4,9,0.001,0.0001,-4.0,8.0,64.85
mono,500,4,9,0.001,0.0001,-4.0,16.0,53.21
mono,500,4,9,0.001,0.0001,-8.0,4.0,66.46
mono,500,4,9,0.001,0.0001,-16.0,4.0,61.58
mono,500,4,9,0.001,0.0005,0.0,4.0,70.66
mono,500,4,9,0.001,0.0005,-2.0,4.0,69.94
mono,500,4,9,0.001,0.0005,-1.0,4.0,70.20
mono,500,4,9,0.001,0.0005,-4.0,0.0,65.90
mono,500,4,9,0.001,0.0005,-4.0,2.0,69.23
mono,500,4,9,0.001,0.0005,-4.0,1.0,67.51
mono,500,4,9,0.001,0.0005,-4.0,4.0,68.89
mono,500,4,9,0.001,0.0005,-4.0,8.0,65.53
mono,500,4,9,0.001,0.0005,-4.0,16.0,54.23
mono,500,4,9,0.001,0.0005,-8.0,4.0,66.94
mono,500,4,9,0.001,0.0005,-16.0,4.0,62.01
mono,500,4,9,0.001,0.005,0.0,4.0,70.52
mono,500,4,9,0.001,0.005,-2.0,4.0,69.70
mono,500,4,9,0.001,0.005,-1.0,4.0,70.08
mono,500,4,9,0.001,0.005,-4.0,0.0,65.73
mono,500,4,9,0.001,0.005,-4.0,2.0,69.15
mono,500,4,9,0.001,0.005,-4.0,1.0,67.48
mono,500,4,9,0.001,0.005,-4.0,4.0,68.73
mono,500,4,9,0.001,0.005,-4.0,8.0,65.09
mono,500,4,9,0.001,0.005,-4.0,16.0,53.55
mono,500,4,9,0.001,0.005,-8.0,4.0,66.62
mono,500,4,9,0.001,0.005,-16.0,4.0,61.72
mono,500,4,9,0.001,0.05,0.0,4.0,68.27
mono,500,4,9,0.001,0.05,-2.0,4.0,67.39
mono,500,4,9,0.001,0.05,-1.0,4.0,67.85
mono,500,4,9,0.001,0.05,-4.0,0.0,64.22
mono,500,4,9,0.001,0.05,-4.0,2.0,66.99
mono,500,4,9,0.001,0.05,-4.0,1.0,65.94
mono,500,4,9,0.001,0.05,-4.0,4.0,66.20
mono,500,4,9,0.001,0.05,-4.0,8.0,61.22
mono,500,4,9,0.001,0.05,-4.0,16.0,47.87
mono,500,4,9,0.001,0.05,-8.0,4.0,63.31
mono,500,4,9,0.001,0.05,-16.0,4.0,57.47
xwbir,500,4,1,0.001,0.001,0.0,4.0,70.18
xwbir,500,4,1,0.001,0.001,-2.0,4.0,69.57
xwbir,500,4,1,0.001,0.001,-1.0,4.0,69.84
xwbir,500,4,1,0.001,0.001,-4.0,0.0,64.87
xwbir,500,4,1,0.001,0.001,-4.0,2.0,68.69
xwbir,500,4,1,0.001,0.001,-4.0,1.0,66.92
xwbir,500,4,1,0.001,0.001,-4.0,4.0,68.53
xwbir,500,4,1,0.001,0.001,-4.0,8.0,65.05
xwbir,500,4,1,0.001,0.001,-4.0,16.0,54.51
xwbir,500,4,1,0.001,0.001,-8.0,4.0,66.57
xwbir,500,4,1,0.001,0.001,-16.0,4.0,62.41
xwbir,500,4,1,0.001,0.002,0.0,4.0,70.12
xwbir,500,4,1,0.001,0.002,-2.0,4.0,69.41
xwbir,500,4,1,0.001,0.002,-1.0,4.0,69.70
xwbir,500,4,1,0.001,0.002,-4.0,0.0,64.84
xwbir,500,4,1,0.001,0.002,-4.0,2.0,68.67
