ph_model,nhid,ctxt,layers,ptdecay,ftdecay,ins_pl,decode_acc
xwbil,500,4,5,0.001,0.003,-8.0,71.78
xwbil,500,4,5,0.001,0.003,-16.0,69.75
xwbil,500,4,5,0.001,0.01,0.0,70.08
xwbil,500,4,5,0.001,0.01,-2.0,70.89
xwbil,500,4,5,0.001,0.01,-1.0,70.57
xwbil,500,4,5,0.001,0.01,-4.0,71.39
xwbil,500,4,5,0.001,0.01,-8.0,71.82
xwbil,500,4,5,0.001,0.01,-16.0,69.47
xwbil,500,4,7,0.001,0.001,0.0,70.79
xwbil,500,4,7,0.001,0.001,-2.0,71.65
xwbil,500,4,7,0.001,0.001,-1.0,71.44
xwbil,500,4,7,0.001,0.001,-4.0,72.05
xwbil,500,4,7,0.001,0.001,-8.0,72.30
xwbil,500,4,7,0.001,0.001,-16.0,70.79
xwbil,500,4,7,0.001,0.002,0.0,70.80
xwbil,500,4,7,0.001,0.002,-2.0,71.76
xwbil,500,4,7,0.001,0.002,-1.0,71.59
xwbil,500,4,7,0.001,0.002,-4.0,72.11
xwbil,500,4,7,0.001,0.002,-8.0,72.49
xwbil,500,4,7,0.001,0.002,-16.0,70.89
xwbil,500,4,7,0.001,0.003,0.0,71.06
xwbil,500,4,7,0.001,0.003,-2.0,72.02
xwbil,500,4,7,0.001,0.003,-1.0,71.48
xwbil,500,4,7,0.001,0.003,-4.0,72.45
xwbil,500,4,7,0.001,0.003,-8.0,72.79
xwbil,500,4,7,0.001,0.003,-16.0,71.08
xwbil,500,4,7,0.001,0.01,0.0,70.86
xwbil,500,4,7,0.001,0.01,-2.0,71.81
xwbil,500,4,7,0.001,0.01,-1.0,71.25
xwbil,500,4,7,0.001,0.01,-4.0,72.18
xwbil,500,4,7,0.001,0.01,-8.0,72.19
xwbil,500,4,7,0.001,0.01,-16.0,70.52
xwbil,500,4,7,0.001,0.00001,0.0,70.74
xwbil,500,4,7,0.001,0.00001,-2.0,71.64
xwbil,500,4,7,0.001,0.00001,-1.0,71.27
xwbil,500,4,7,0.001,0.00001,-4.0,72.07
xwbil,500,4,7,0.001,0.00001,-8.0,72.33
xwbil,500,4,7,0.001,0.00001,-16.0,70.96
xwbil,500,4,7,0.001,0.1,0.0,68.48
xwbil,500,4,7,0.001,0.1,-2.0,69.84
xwbil,500,4,9,0.001,0.001,0.0,ERROR
xwbil,500,4,9,0.001,0.001,-2.0,ERROR
xwbil,500,4,9,0.001,0.001,-1.0,ERROR
xwbil,500,4,9,0.001,0.001,-4.0,ERROR
xwbil,500,4,9,0.001,0.001,-8.0,ERROR
xwbil,500,4,9,0.001,0.001,-16.0,ERROR
xwbil,500,4,9,0.001,0.002,0.0,ERROR
xwbil,500,4,9,0.001,0.002,-2.0,ERROR
xwbil,500,4,9,0.001,0.002,-1.0,ERROR
xwbil,500,4,9,0.001,0.002,-4.0,ERROR
xwbil,500,4,9,0.001,0.002,-8.0,ERROR
xwbil,500,4,9,0.001,0.002,-16.0,ERROR
xwbil,500,4,9,0.001,0.003,0.0,ERROR
xwbil,500,4,9,0.001,0.003,-2.0,ERROR
xwbil,500,4,9,0.001,0.003,-1.0,ERROR
xwbil,500,4,9,0.001,0.003,-4.0,ERROR
xwbil,500,4,9,0.001,0.003,-8.0,ERROR
xwbil,500,4,9,0.001,0.003,-16.0,ERROR
xwbil,500,4,9,0.001,0.01,0.0,70.40
xwbil,500,4,9,0.001,0.01,-2.0,71.34
xwbil,500,4,9,0.001,0.01,-1.0,70.94
xwbil,500,4,9,0.001,0.01,-4.0,72.08
xwbil,500,4,9,0.001,0.01,-8.0,72.30
xwbil,500,4,9,0.001,0.01,-16.0,70.57
xwbil,500,4,9,0.001,0.00001,0.0,ERROR
xwbil,500,4,9,0.001,0.00001,-2.0,ERROR
xwbil,500,4,9,0.001,0.00001,-1.0,ERROR
xwbil,500,4,9,0.001,0.00001,-4.0,ERROR
xwbil,500,4,9,0.001,0.00001,-8.0,ERROR
xwbil,500,4,9,0.001,0.00001,-16.0,ERROR
xwbil,500,4,9,0.001,0.1,0.0,68.59
xwbil,500,4,9,0.001,0.1,-2.0,69.80
xwbil,500,4,9,0.001,0.1,-1.0,69.61
xwbil,500,4,9,0.001,0.1,-4.0,70.49
xwbil,500,4,9,0.001,0.1,-8.0,70.25
xwbil,500,4,9,0.001,0.1,-16.0,66.69
xwbil,500,4,9,0.001,0.0001,0.0,ERROR
xwbil,500,4,9,0.001,0.0001,-2.0,ERROR
xwbil,500,4,9,0.001,0.0001,-1.0,ERROR
xwbil,500,4,9,0.001,0.0001,-4.0,ERROR
xwbil,500,4,9,0.001,0.0001,-8.0,ERROR
xwbil,500,4,9,0.001,0.0001,-16.0,ERROR
xwbil,500,4,9,0.001,0.0005,0.0,ERROR
xwbil,500,4,9,0.001,0.0005,-2.0,ERROR
xwbil,500,4,9,0.001,0.0005,-1.0,ERROR
xwbil,500,4,9,0.001,0.0005,-4.0,ERROR
xwbil,500,4,9,0.001,0.0005,-8.0,ERROR
xwbil,500,4,9,0.001,0.0005,-16.0,ERROR
xwbil,500,4,9,0.001,0.005,0.0,ERROR
xwbil,500,4,9,0.001,0.005,-2.0,ERROR
xwbil,500,4,9,0.001,0.005,-1.0,ERROR
xwbil,500,4,9,0.001,0.005,-4.0,ERROR
xwbil,500,4,9,0.001,0.005,-8.0,ERROR
xwbil,500,4,9,0.001,0.005,-16.0,ERROR
xwbil,500,4,9,0.001,0.05,0.0,69.63
xwbil,500,4,9,0.001,0.05,-2.0,70.62
xwbil,500,4,9,0.001,0.05,-1.0,70.17
xwbil,500,4,9,0.001,0.05,-4.0,71.19
xwbil,500,4,9,0.001,0.05,-8.0,71.10
xwbil,500,4,9,0.001,0.05,-16.0,68.55
xwtri,500,2,9,0.001,0.001,0.0,ERROR
xwtri,500,2,9,0.001,0.001,-2.0,ERROR
xwtri,500,2,9,0.001,0.001,-1.0,ERROR
xwtri,500,2,9,0.001,0.001,-4.0,ERROR
xwtri,500,2,9,0.001,0.001,-8.0,ERROR
xwtri,500,2,9,0.001,0.001,-16.0,ERROR
xwtri,500,2,9,0.001,0.002,0.0,ERROR
xwtri,500,2,9,0.001,0.002,-2.0,ERROR
xwtri,500,2,9,0.001,0.002,-1.0,ERROR
xwtri,500,2,9,0.001,0.002,-4.0,ERROR
xwtri,500,2,9,0.001,0.002,-8.0,ERROR
xwtri,500,2,9,0.001,0.002,-16.0,ERROR
mono,500,2,9,0.001,0.001,0.0,69.21
mono,500,2,9,0.001,0.001,-2.0,70.48
mono,500,2,9,0.001,0.001,-1.0,69.97
mono,500,2,9,0.001,0.001,-4.0,71.08
mono,500,2,9,0.001,0.001,-8.0,70.32
mono,500,2,9,0.001,0.001,-16.0,67.06
mono,500,2,9,0.001,0.002,0.0,69.09
mono,500,2,9,0.001,0.002,-2.0,70.34
mono,500,2,9,0.001,0.002,-1.0,70.04
mono,500,2,9,0.001,0.002,-4.0,70.89
mono,500,2,9,0.001,0.002,-8.0,70.37
mono,500,2,9,0.001,0.002,-16.0,67.39
xwbir,500,2,9,0.001,0.001,0.0,69.67
xwbir,500,2,9,0.001,0.001,-2.0,70.54
xwbir,500,2,9,0.001,0.001,-1.0,70.18
xwbir,500,2,9,0.001,0.001,-4.0,71.11
xwbir,500,2,9,0.001,0.001,-8.0,71.61
xwbir,500,2,9,0.001,0.001,-16.0,70.29
xwbil,500,2,9,0.001,0.001,0.0,69.40
xwbil,500,2,9,0.001,0.001,-2.0,70.65
xwbil,500,2,9,0.001,0.001,-1.0,70.09
xwbil,500,2,9,0.001,0.001,-4.0,71.53
xwbil,500,2,9,0.001,0.001,-8.0,71.93
xwbil,500,2,9,0.001,0.001,-16.0,70.09
